Wall time,Step,Value
1684869797.3129888,167,0.08251581341028214
1684869801.6907456,229,0.118379607796669
1684869837.6315627,474,0.07097373157739639
1684869842.3136265,536,0.041621118783950806
1684869845.9079976,586,0.07800906896591187
1684869868.4848616,647,0.09344267845153809
1684869955.6899195,1385,0.033577606081962585
1684869959.5626295,1436,0.0231434628367424
1684869998.8834152,1737,0.07869352400302887
1684870008.827517,1877,0.01652492955327034
1684870072.0643954,2307,0.037280529737472534
1684870077.875206,2389,0.04115069657564163
1684870084.8059921,2486,0.029895320534706116
1684870188.28188,3246,0.04069380834698677
1684870192.499376,3305,0.016101425513625145
1684870315.9471343,4317,0.03990040346980095
1684870345.7328293,4492,0.07383891195058823
1684870397.3699431,4971,0.040556564927101135
1684870426.219098,5134,0.030728861689567566
1684870458.4765794,5345,0.023141300305724144
1684870502.5612984,5723,0.021574418991804123
1684870515.7740755,5907,0.01764441840350628
1684870538.7940116,5990,0.07129958271980286
1684870553.8211813,6200,0.03716237470507622
1684870622.2445874,6699,0.037822380661964417
1684870623.0950837,6711,0.040276285260915756
1684870633.247787,6854,0.040283575654029846
1684870657.4867382,6966,0.09075407683849335
1684870670.8876357,7155,0.052554577589035034
1684870708.9768214,7463,0.04276583716273308
1684870748.9459054,7798,0.03418964892625809
1684870767.919683,7833,0.03174099326133728
1684870785.4440756,8066,0.0391654372215271
1684870810.8672247,8180,0.026391535997390747
1684870813.8144822,8221,0.013573504984378815
1684870850.8028352,8498,0.030830927193164825
1684870899.2354028,8935,0.04056883603334427
1684870939.5915272,9260,0.028693100437521935
1684870971.5701776,9468,0.027531243860721588
1684871089.6027417,10399,0.05329427868127823
1684871095.3575327,10479,0.037950240075588226
1684871142.2114053,10905,0.023662155494093895
1684871162.9282715,10966,0.047751735895872116
1684871166.7574131,11020,0.03620102256536484
1684871219.602923,11532,0.03459843993186951
1684871222.0200763,11566,0.03323899954557419
1684871283.6191945,11969,0.08293416351079941
1684871397.424317,12877,0.03696250915527344
1684871409.2473469,13034,0.015229761600494385
1684871567.668263,14294,0.024956008419394493
1684871611.5783484,14668,0.018282663077116013
1684871636.6246192,14779,0.020077301189303398
1684871643.3734787,14873,0.019350670278072357
1684871720.398151,15473,0.04482453688979149
1684871798.954676,16116,0.06517406553030014
1684871885.8132203,16857,0.025237392634153366
1684871920.3210635,17097,0.019134175032377243
1684871953.124067,17317,0.06309061497449875
1684871986.5434344,17543,0.02704065665602684
1684872231.2443724,19531,0.03930254280567169
1684872239.0026882,19640,0.06595051288604736
1684872262.0393796,19731,0.02326379343867302
1684872302.3248737,20062,0.014895372092723846
1684872315.3188193,20244,0.05408080667257309
1684872320.9634547,20323,0.04627823829650879
1684872352.9070423,20539,0.0375366173684597
1684872355.6806464,20578,0.06772039830684662
1684872386.543215,20782,0.05585983395576477
1684872391.7272258,20855,0.04953460022807121
1684872426.1699295,21080,0.042491614818573
1684872430.7507114,21144,0.023455124348402023
1684872460.4541767,21319,0.029144298285245895
1684872584.58488,22330,0.04082164913415909
1684872586.6138773,22358,0.029145365580916405
1684872704.578256,23286,0.042419709265232086
1684872709.96316,23361,0.04631815478205681
1684872714.742397,23427,0.012632792815566063
1684872749.25777,23670,0.03512394428253174
1684872751.490187,23701,0.011862752959132195
1684872817.253821,24147,0.04572129249572754
1684872826.879944,24282,0.05219348520040512
1684872827.0227418,24284,0.04020998626947403
1684872829.7466478,24322,0.0233976598829031
1684872892.9644446,24727,0.010896539315581322
1684872907.8952358,24934,0.021382702514529228
1684872948.1080222,25253,0.014461224898695946
1684873022.3885138,25812,0.02048703096807003
1684873024.9225552,25847,0.044533081352710724
1684873143.5081048,26797,0.05153128504753113
1684873249.7941334,27603,0.031183715909719467
1684873412.5141222,28970,0.01883654110133648
1684873414.3603685,28996,0.02181239053606987
1684873419.0437996,29062,0.012531640008091927
1684873449.7209685,29263,0.035310205072164536
1684873522.8253057,29829,0.03543616831302643
1684873535.2926834,30005,0.03131253644824028
1684873537.141282,30031,0.0322454497218132
1684873563.6473072,30174,0.010942883789539337
1684873600.8293338,30470,0.04012857750058174
1684873610.894141,30612,0.013249161653220654
1684873633.8479471,30706,0.04182807356119156
1684873634.8497283,30720,0.039797767996788025
1684873716.3567526,31406,0.06986609101295471
1684873718.9791589,31443,0.01584678143262863
1684873786.5784798,31936,0.021002601832151413
1684873838.381134,32435,0.018608737736940384
1684873870.6846733,32657,0.017635967582464218
1684873903.9083934,32894,0.01827087812125683
1684873904.4776394,32902,0.03175204619765282
1684873913.8377867,33034,0.031171660870313644
1684873940.6312065,33181,0.021010734140872955
1684873954.3721569,33375,0.023873014375567436
1684873956.3541644,33403,0.03094334527850151
1684873996.465785,33737,0.07069787383079529
1684873997.3170934,33749,0.0327443853020668
1684873999.8652039,33785,0.028810348361730576
1684874020.0942497,33839,0.021852917969226837
1684874022.7219207,33876,0.04293253645300865
1684874025.347747,33913,0.020520906895399094
1684874034.0901678,34036,0.03277817368507385
1684874073.5515904,34362,0.020586587488651276
1684874101.7404587,34525,0.02066071331501007
1684874106.9798205,34599,0.02957800030708313
1684874218.637153,35483,0.033654551953077316
1684874268.3665197,35953,0.022548068314790726
1684874290.6598504,36037,0.036416515707969666
1684874365.6434932,36629,0.01860712468624115
1684874367.7516105,36659,0.03073553368449211
1684874381.1577158,36850,0.044450633227825165
1684874422.2806168,37202,0.04875468462705612
1684874458.9809859,37489,0.03389110788702965
1684874494.929668,37764,0.025419488549232483
1684874519.2508352,37876,0.0313597097992897
1684874611.8475497,38720,0.036624662578105927
1684874636.7282856,38840,0.047083303332328796
1684874685.3021958,39296,0.04236368462443352
1684874730.4636977,39702,0.016339469701051712
1684874836.2528176,40500,0.007117820903658867
1684874868.438801,40720,0.00939576793462038
1684874873.5726657,40793,0.02559351921081543
1684874907.52914,41040,0.018092617392539978
1684874923.9026725,41271,0.018739324063062668
1684875033.9624307,42134,0.04722479730844498
1684875074.0785255,42468,0.022352300584316254
1684875222.21085,43639,0.05092673748731613
1684875227.33559,43711,0.046550363302230835
1684875234.0015452,43805,0.021814487874507904
1684875263.7811565,43993,0.046999718993902206
1684875269.434036,44073,0.026055961847305298
1684875294.9219077,44200,0.034652914851903915
1684875298.5402987,44251,0.0456707701086998
1684875302.3124013,44304,0.04299234598875046
1684875371.3944952,44816,0.046856146305799484
1684875381.902571,44964,0.029748408123850822
1684875427.0213995,45372,0.025854190811514854
1684875452.9045105,45507,0.015378805808722973
1684875463.5016198,45658,0.05013377591967583
1684875560.5571287,46334,0.01979043148458004
1684875566.1553745,46413,0.011845062486827374
1684875678.157436,47301,0.008137887343764305
1684875725.932794,47744,0.014771121554076672
1684875758.331602,47970,0.015013191848993301
1684875773.181721,48181,0.010372262448072433
1684875916.0281444,49272,0.022320561110973358
1684875921.6327572,49351,0.045340679585933685
1684876004.4289532,50056,0.028165843337774277
1684876107.3260357,50819,0.021506134420633316
1684876146.2211053,51134,0.06558123975992203
1684876152.8001478,51227,0.01939859241247177
1684876226.083893,51798,0.0209970623254776
1684876293.9209046,52292,0.011553503572940826
1684876337.7517407,52682,0.021490616723895073
1684876370.0556898,52906,0.05094483494758606
1684876372.402215,52939,0.04153246432542801
1684876383.204077,53092,0.042277321219444275
1684876384.253044,53107,0.019011080265045166
1684876426.130212,53468,0.058522045612335205
1684876459.171343,53706,0.025843452662229538
1684876486.6260588,53862,0.008752383291721344
1684876602.6397061,54807,0.03175651282072067
1684876653.9146717,55299,0.040337949991226196
1684876719.7725382,55766,0.027620352804660797
1684876776.852199,56337,0.01916949450969696
1684876806.16328,56521,0.027206575497984886
1684876812.3376205,56608,0.030080586671829224
1684876841.3609188,56787,0.028811177238821983
1684876843.7013073,56820,0.024794261902570724
1684877076.4840074,58719,0.05526289343833923
1684877078.3985422,58746,0.013902335427701473
1684877079.5974455,58763,0.020280499011278152
1684877147.7478747,59264,0.015263563022017479
1684877151.0780792,59311,0.007397535257041454
1684877159.654403,59432,0.02364637516438961
1684877190.7898233,59640,0.008336962200701237
1684877262.157723,60179,0.043051861226558685
1684877262.5837128,60185,0.0213739313185215
1684877270.5303779,60297,0.04505255073308945
1684877299.41431,60475,0.01147887296974659
1684877383.9171195,61205,0.05178758502006531
1684877388.9542737,61276,0.05071667954325676
1684877499.3086326,62139,0.009633846580982208
1684877544.371396,62547,0.02865932136774063
1684877661.2793636,63513,0.01434779167175293
1684877688.5463607,63671,0.030524050816893578
1684877718.8743954,63865,0.05729488655924797
1684877797.9892423,64521,0.0142551613971591
1684877840.0818238,64889,0.005669253878295422
1684877885.056401,65292,0.03026694618165493
1684877923.3703198,65601,0.03944772854447365
1684877926.3475413,65643,0.015303758904337883
1684878072.6020916,66787,0.008606289513409138
1684878086.0050838,66976,0.016594279557466507
1684878105.5912898,67021,0.025151845067739487
1684878151.6207025,67440,0.03395784646272659
1684878260.341919,68281,0.030404310673475266
1684878267.2135687,68378,0.043010562658309937
1684878298.4107182,68590,0.029676198959350586
1684878355.9039044,69171,0.03459092229604721
1684878373.0170665,69185,0.02894720435142517
1684878391.9943132,69455,0.020684588700532913
1684878426.8623488,69719,0.009407294914126396
1684878457.3248007,69915,0.015039714984595776
1684878528.6985967,70462,0.009653902612626553
1684878537.0563095,70580,0.02358841523528099
1684878542.439844,70656,0.04119458049535751
1684878582.6330233,70996,0.022584175691008568
1684878646.0221267,71428,0.023534392938017845
1684878696.270719,71906,0.04370103403925896
1684878699.8891573,71957,0.05551657825708389
1684878701.4437964,71979,0.03920603543519974
1684878720.0144534,72012,0.04716014117002487
1684878721.7867715,72037,0.05916969105601311
1684878740.2157352,72297,0.019760064780712128
1684878763.9765632,72401,0.04277670010924339
1684878764.1920679,72404,0.022084657102823257
